22:22:10.586: <- 059904 18EA3A00 14F001
22:54:45.971: -> 130306 09FD023A FF0303DBF4FAFFFF
22:54:46.036: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.131: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.179: -> 130306 09FD023A FF03036700FAFFFF
22:54:46.227: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.323: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.355: -> 065305 1CFF193A 419F001702000000
22:54:46.371: -> 130306 09FD023A FF030329F4FAFFFF
22:54:46.436: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.531: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.579: -> 130306 09FD023A FF030358F4FAFFFF
22:54:46.630: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.723: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.771: -> 130306 09FD023A FF03031D01FAFFFF
22:54:46.836: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.931: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:46.979: -> 130306 09FD023A FF030399F4FAFFFF
22:54:47.027: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.123: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.171: -> 130306 09FD023A FF03034900FAFFFF
22:54:47.236: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.331: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.347: -> 065305 1CFF193A 419F001702000000
22:54:47.379: -> 130306 09FD023A FF0303F200FAFFFF
22:54:47.427: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.523: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.571: -> 130306 09FD023A FF0303B5F4FAFFFF
22:54:47.636: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.731: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.779: -> 130306 09FD023A FF030307F5FAFFFF
22:54:47.827: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.923: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:47.971: -> 130306 09FD023A FF03033DF5FAFFFF
22:54:48.036: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.131: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.179: -> 130306 09FD023A FF0303C700FAFFFF
22:54:48.227: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.323: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.355: -> 065305 1CFF193A 419F001702000000
22:54:48.371: -> 130306 09FD023A FF0303E4F4FAFFFF
22:54:48.436: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.531: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.579: -> 130306 09FD023A FF03036D00FAFFFF
22:54:48.627: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.723: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.771: -> 130306 09FD023A FF03031201FAFFFF
22:54:48.836: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.931: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:48.979: -> 130306 09FD023A FF03039EF4FAFFFF
22:54:49.027: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.123: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.171: -> 130306 09FD023A FF030335F4FAFFFF
22:54:49.236: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.331: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.347: -> 065305 1CFF193A 419F001702000000
22:54:49.379: -> 130306 09FD023A FF0303E9F4FAFFFF
22:54:49.427: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.523: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.571: -> 130306 09FD023A FF03034400FAFFFF
22:54:49.636: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.731: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.779: -> 130306 09FD023A FF03037500FAFFFF
22:54:49.827: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.923: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:49.971: -> 130306 09FD023A FF03031301FAFFFF
22:54:50.036: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.131: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.179: -> 130306 09FD023A FF030336F4FAFFFF
22:54:50.227: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.323: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.355: -> 065305 1CFF193A 419F001702000000
22:54:50.371: -> 130306 09FD023A FF030393F4FAFFFF
22:54:50.436: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.531: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.579: -> 130306 09FD023A FF0303CEF4FAFFFF
22:54:50.627: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.723: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.771: -> 130306 09FD023A FF03034500FAFFFF
22:54:50.836: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.931: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:50.979: -> 130306 09FD023A FF03032C00FAFFFF
22:54:51.027: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.122: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.170: -> 130306 09FD023A FF03031701FAFFFF
22:54:51.235: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.330: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.346: -> 065305 1CFF193A 419F001702000000
22:54:51.378: -> 130306 09FD023A FF0303CD00FAFFFF
22:54:51.426: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.522: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.570: -> 130306 09FD023A FF030372F4FAFFFF
22:54:51.635: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.730: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.778: -> 130306 09FD023A FF030351F5FAFFFF
22:54:51.826: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.922: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:51.970: -> 130306 09FD023A FF03034AF4FAFFFF
22:54:52.035: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.130: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.178: -> 130306 09FD023A FF03033CF5FAFFFF
22:54:52.226: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.322: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.354: -> 065305 1CFF193A 419F001702000000
22:54:52.370: -> 130306 09FD023A FF03030CF5FAFFFF
22:54:52.435: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.530: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.578: -> 130306 09FD023A FF03038EF4FAFFFF
22:54:52.627: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.722: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.770: -> 130306 09FD023A FF0303FC00FAFFFF
22:54:52.835: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.930: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:52.978: -> 130306 09FD023A FF030363F4FAFFFF
22:54:53.026: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.122: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.170: -> 130306 09FD023A FF0303C400FAFFFF
22:54:53.235: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.330: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.346: -> 065305 1CFF193A 419F001702000000
22:54:53.378: -> 130306 09FD023A FF03030300FAFFFF
22:54:53.426: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.522: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.570: -> 130306 09FD023A FF03031C00FAFFFF
22:54:53.635: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.730: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.778: -> 130306 09FD023A FF03032EF5FAFFFF
22:54:53.826: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.922: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:53.970: -> 130306 09FD023A FF0303B500FAFFFF
22:54:54.035: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.130: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.178: -> 130306 09FD023A FF0303C0F4FAFFFF
22:54:54.226: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.322: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.354: -> 065305 1CFF193A 419F001702000000
22:54:54.370: -> 130306 09FD023A FF03034001FAFFFF
22:54:54.435: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.530: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.578: -> 130306 09FD023A FF03035A00FAFFFF
22:54:54.626: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.722: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.770: -> 130306 09FD023A FF030367F4FAFFFF
22:54:54.835: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.930: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:54.978: -> 130306 09FD023A FF03031A01FAFFFF
22:54:55.026: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.122: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.170: -> 130306 09FD023A FF03038B00FAFFFF
22:54:55.235: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.330: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.346: -> 065305 1CFF193A 419F001702000000
22:54:55.378: -> 130306 09FD023A FF0303C2F4FAFFFF
22:54:55.426: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.522: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.570: -> 130306 09FD023A FF0303FCF4FAFFFF
22:54:55.635: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.730: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.778: -> 130306 09FD023A FF0303C700FAFFFF
22:54:55.826: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.922: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:55.970: -> 130306 09FD023A FF0303C500FAFFFF
22:54:56.035: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.130: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.178: -> 130306 09FD023A FF03039E00FAFFFF
22:54:56.226: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.322: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.354: -> 065305 1CFF193A 419F001702000000
22:54:56.370: -> 130306 09FD023A FF03039C00FAFFFF
22:54:56.435: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.530: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.578: -> 130306 09FD023A FF0303DF00FAFFFF
22:54:56.625: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.721: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.769: -> 130306 09FD023A FF0303A000FAFFFF
22:54:56.834: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.929: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:56.977: -> 130306 09FD023A FF0303F0F4FAFFFF
22:54:57.025: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.121: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.169: -> 130306 09FD023A FF0303DA00FAFFFF
22:54:57.228: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.329: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.345: -> 065305 1CFF193A 419F001702000000
22:54:57.377: -> 130306 09FD023A FF03033E00FAFFFF
22:54:57.425: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.521: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.569: -> 130306 09FD023A FF0303A000FAFFFF
22:54:57.628: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.728: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.776: -> 130306 09FD023A FF0303DDF4FAFFFF
22:54:57.825: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.920: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:57.968: -> 130306 09FD023A FF030314F5FAFFFF
22:54:58.027: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.128: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.177: -> 130306 09FD023A FF03033900FAFFFF
22:54:58.224: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.321: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.353: -> 065305 1CFF193A 419F001702000000
22:54:58.369: -> 130306 09FD023A FF03034CF5FAFFFF
22:54:58.428: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.529: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.577: -> 130306 09FD023A FF03033EF4FAFFFF
22:54:58.624: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.720: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.768: -> 130306 09FD023A FF0303E0F4FAFFFF
22:54:58.827: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.928: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:58.976: -> 130306 09FD023A FF030386F4FAFFFF
22:54:59.025: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.120: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.171: -> 130306 09FD023A FF03036A00FAFFFF
22:54:59.232: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.328: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.344: -> 065305 1CFF193A 419F001702000000
22:54:59.376: -> 130306 09FD023A FF0303F1F4FAFFFF
22:54:59.424: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.520: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.568: -> 130306 09FD023A FF0303F5F4FAFFFF
22:54:59.633: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.729: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.776: -> 130306 09FD023A FF0303E6F4FAFFFF
22:54:59.824: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.920: -> 127250 09F1123A FF0000FF7FFF7FFD
22:54:59.986: -> 130306 09FD023A FF03039B00FAFFFF
22:55:00.032: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.128: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.176: -> 130306 09FD023A FF030308F5FAFFFF
22:55:00.225: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.320: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.353: -> 065305 1CFF193A 419F001702000000
22:55:00.385: -> 130306 09FD023A FF0303D900FAFFFF
22:55:00.432: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.528: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.576: -> 130306 09FD023A FF03032501FAFFFF
22:55:00.624: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.720: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.785: -> 130306 09FD023A FF03032201FAFFFF
22:55:00.832: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.928: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:00.977: -> 130306 09FD023A FF030350F4FAFFFF
22:55:01.025: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.120: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.185: -> 130306 09FD023A FF03036FF5FAFFFF
22:55:01.232: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.328: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.344: -> 065305 1CFF193A 419F001702000000
22:55:01.376: -> 130306 09FD023A FF03032400FAFFFF
22:55:01.424: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.520: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.585: -> 130306 09FD023A FF03038700FAFFFF
22:55:01.632: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.728: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.776: -> 130306 09FD023A FF030376F4FAFFFF
22:55:01.824: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.920: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:01.985: -> 130306 09FD023A FF030317F5FAFFFF
22:55:02.032: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.127: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.175: -> 130306 09FD023A FF03031AF5FAFFFF
22:55:02.223: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.319: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.351: -> 065305 1CFF193A 419F001702000000
22:55:02.384: -> 130306 09FD023A FF030344F5FAFFFF
22:55:02.431: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.527: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.576: -> 130306 09FD023A FF03031C00FAFFFF
22:55:02.626: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.719: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.784: -> 130306 09FD023A FF03034EF5FAFFFF
22:55:02.831: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.927: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:02.975: -> 130306 09FD023A FF03037200FAFFFF
22:55:03.023: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.119: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.184: -> 130306 09FD023A FF03031500FAFFFF
22:55:03.234: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.327: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.343: -> 065305 1CFF193A 419F001702000000
22:55:03.375: -> 130306 09FD023A FF030393F4FAFFFF
22:55:03.423: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.519: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.584: -> 130306 09FD023A FF0303AE00FAFFFF
22:55:03.631: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.727: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.777: -> 130306 09FD023A FF0303BE00FAFFFF
22:55:03.823: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.919: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:03.984: -> 130306 09FD023A FF030333F5FAFFFF
22:55:04.031: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.127: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.175: -> 130306 09FD023A FF03030D01FAFFFF
22:55:04.223: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.319: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.351: -> 065305 1CFF193A 419F001702000000
22:55:04.384: -> 130306 09FD023A FF030365F5FAFFFF
22:55:04.431: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.527: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.575: -> 130306 09FD023A FF030336F5FAFFFF
22:55:04.623: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.719: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.784: -> 130306 09FD023A FF030317F5FAFFFF
22:55:04.833: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.936: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:04.975: -> 130306 09FD023A FF03033300FAFFFF
22:55:05.023: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.119: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.184: -> 130306 09FD023A FF0303B3F4FAFFFF
22:55:05.231: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.327: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.343: -> 065305 1CFF193A 419F001702000000
22:55:05.375: -> 130306 09FD023A FF030342F4FAFFFF
22:55:05.423: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.519: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.584: -> 130306 09FD023A FF03038DF4FAFFFF
22:55:05.631: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.727: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.775: -> 130306 09FD023A FF0303A300FAFFFF
22:55:05.823: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.919: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:05.984: -> 130306 09FD023A FF03037000FAFFFF
22:55:06.031: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.127: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.175: -> 130306 09FD023A FF03031400FAFFFF
22:55:06.223: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.319: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.351: -> 065305 1CFF193A 419F001702000000
22:55:06.384: -> 130306 09FD023A FF0303B2F4FAFFFF
22:55:06.431: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.527: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.575: -> 130306 09FD023A FF03035B00FAFFFF
22:55:06.623: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.719: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.784: -> 130306 09FD023A FF03039A00FAFFFF
22:55:06.831: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.927: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:06.976: -> 130306 09FD023A FF03032BF5FAFFFF
22:55:07.023: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.119: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.184: -> 130306 09FD023A FF0303BC00FAFFFF
22:55:07.231: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.327: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.343: -> 065305 1CFF193A 419F001702000000
22:55:07.375: -> 130306 09FD023A FF03034EF5FAFFFF
22:55:07.423: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.519: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.584: -> 130306 09FD023A FF03039400FAFFFF
22:55:07.638: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.726: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.774: -> 130306 09FD023A FF03034DF5FAFFFF
22:55:07.822: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.918: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:07.983: -> 130306 09FD023A FF0303E400FAFFFF
22:55:08.030: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.126: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.174: -> 130306 09FD023A FF03037200FAFFFF
22:55:08.222: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.318: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.351: -> 065305 1CFF193A 419F001702000000
22:55:08.383: -> 130306 09FD023A FF03030401FAFFFF
22:55:08.430: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.526: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.574: -> 130306 09FD023A FF03035A00FAFFFF
22:55:08.622: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.718: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.783: -> 130306 09FD023A FF030353F5FAFFFF
22:55:08.830: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.926: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:08.974: -> 130306 09FD023A FF030318F5FAFFFF
22:55:09.022: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.118: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.183: -> 130306 09FD023A FF03032901FAFFFF
22:55:09.232: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.326: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.342: -> 065305 1CFF193A 419F001702000000
22:55:09.374: -> 130306 09FD023A FF0303E700FAFFFF
22:55:09.422: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.518: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.583: -> 130306 09FD023A FF030364F5FAFFFF
22:55:09.630: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.727: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.774: -> 130306 09FD023A FF030313F5FAFFFF
22:55:09.822: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.918: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:09.983: -> 130306 09FD023A FF030370F4FAFFFF
22:55:10.030: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.126: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.174: -> 130306 09FD023A FF0303E700FAFFFF
22:55:10.222: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.318: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.350: -> 065305 1CFF193A 419F001702000000
22:55:10.383: -> 130306 09FD023A FF0303D9F4FAFFFF
22:55:10.430: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.526: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.574: -> 130306 09FD023A FF03031000FAFFFF
22:55:10.622: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.718: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.783: -> 130306 09FD023A FF03037C00FAFFFF
22:55:10.831: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.926: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:10.974: -> 130306 09FD023A FF0303F5F4FAFFFF
22:55:11.026: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.150: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.183: -> 130306 09FD023A FF03036EF4FAFFFF
22:55:11.265: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.358: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.395: -> 065305 1CFF193A 419F001702000000
22:55:11.400: -> 130306 09FD023A FF03033F00FAFFFF
22:55:11.454: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.550: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.615: -> 130306 09FD023A FF03038E00FAFFFF
22:55:11.630: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.758: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.806: -> 130306 09FD023A FF03039900FAFFFF
22:55:11.854: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:11.918: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:12.000: -> 130306 09FD023A FF0303AEF4FAFFFF
22:55:12.055: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:12.126: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:12.174: -> 130306 09FD023A FF0303C2F4FAFFFF
22:55:12.222: -> 127250 09F1123A FF0000FF7FFF7FFD
22:55:12.318: -> 127250 09F1123A FF0000FF7FFF7FFD
